,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cod_cm
324,3365,REGIMIENTO DE ARTILLERIA ANTIAEREA 71,50025296,5SA2C/011,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
325,3366,REGIMIENTO DE ARTILLERIA ANTIAEREA 71,50025296,5SA2C/015,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
326,3367,REGIMIENTO DE ARTILLERIA ANTIAEREA 73,50041299,5SA2C/007,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
327,3368,REGIMIENTO DE ARTILLERIA ANTIAEREA 73,50041299,5SA2C/008,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
328,3369,REGIMIENTO DE ARTILLERIA ANTIAEREA 73 (MARINES),50047508,5SA2C/002,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
329,3370,REGIMIENTO DE ARTILLERIA ANTIAEREA 74,50060244,5SA2C/001,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,960",GM25
330,3371,REGIMIENTO DE GUERRA ELECTRONICA 31,50039122,5SA54/004,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
331,3372,REGIMIENTO DE TRANSMISIONES 21,50082577,5SA54/005,CM,C,BG,"['ELCTN', 'AAAYC/AAA', 'ADMON', 'AUTOM/MARMT/TLECO', 'INFOT', 'ARTC', 'MARMT', 'ARTC/AAAYC', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
332,3373,REGIMIENTO DE TRANSMISIONES 21,50082577,5SA54/015,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25
333,3374,BATALLON DE HELICOPTEROS DE TRANSPORTE V,50017316,5SA50/002,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,511,960",GM25
334,3375,BATALLON DE HELICOPTEROS DE MANIOBRA III,50033115,5SA50/002,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
335,3376,GRUPO LOGISTICO DE LAS FAMET,50074841,5SA50/007,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
336,3377,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA50/007,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
337,3378,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA50/008,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,511,959",GM25
338,3379,REGIMIENTO DE TRANSMISIONES 22 (MADRID),50026773,5SA24/002,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","656,959",GM17
339,3380,REGIMIENTO DE TRANSMISIONES 22 (MADRID),50026773,5SA24/001,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,656,959",GM17
340,3381,REGIMIENTO DE TRANSMISIONES 22 (LA CORUÑA),50033792,5SA24/001,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","656,960",GM17
341,3382,REGIMIENTO DE TRANSMISIONES 22 (LA CORUÑA),50033792,5SA24/002,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,656,960",GM17
342,3383,REGIMIENTO DE TRANSMISIONES 22 (P. ALARCON),50046267,5SA24/002,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","656,960",GM17
343,3384,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/005,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17
344,3385,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/006,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17
345,3386,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/017,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17
346,3387,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/018,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17
347,3388,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/019,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,656,960",GM17
348,3389,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/020,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,511,656,960",GM17
349,3390,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5SA28/021,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","196,511,656,960",GM17
350,3391,REGIMIENTO DE GUERRA ELECTRONICA 32 (LAS PALMAS),50057180,5WF95/001,CM,C,STTE a BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"291,07","641,656,959",GM17
351,3392,REGIMIENTO DE GUERRA ELECTRONICA 32,50084861,5WF95/001,CM,C,STTE a BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"291,07","641,656,959",GM17
352,3393,BATALLON DE HELICOPTEROS DE MANIOBRA VI,50030082,5WG10/006,CM,C,STTE a BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"304,34","656,960",GM17
353,3394,REGIMIENTO DE TRANSMISIONES 22 (ZARAGOZA),50052845,5WG03/002,CM,C,STTE a BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","656,960",GM17
354,3395,CUARTEL GENERAL DEL MANDO DE CANARIAS,50001986,5WG09/001,CM,C,STTE a BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","656,960",GM17
355,3396,REGIMIENTO DE GUERRA ELECTRONICA 32 (VIATOR),50044651,5SA54/003,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","656,959",GM25
356,3397,REGIMIENTO DE TRANSMISIONES 22 (P. ALARCON),50046267,5SA54/010,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"257,83","511,656,960",GM25
357,3398,REGIMIENTO DE GUERRA ELECTRONICA 32,50084861,5SA54/003,CM,C,BG,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,656,960",GM25
358,3399,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5WF67/001,CM,C,STTE,"['ELECD', 'MAERN', 'AUTOM/MARMT/TLECO', 'TLECO', 'INFOT', 'TRA.', nan]",,"['10', nan]",,,"291,07",959,GM17
359,3400,REGIMIENTO DE INTELIGENCIA 1 (SAN ANDRES DE RABANEDO),50012637,5SA28/004,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"291,07","196,656,959",GM17
360,3401,CUARTEL GENERAL DEL MANDO DE APOYO A LA MANIOBRA,50036450,5SA28/003,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,960",GM17
361,3402,CUARTEL GENERAL DEL MANDO DE APOYO A LA MANIOBRA,50036450,5SA28/016,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,511,656,960",GM17
362,3403,REGIMIENTO DE INTELIGENCIA 1,50056833,5SA28/002,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"291,07","196,960",GM17
363,3404,CUARTEL GENERAL DE LA COMGE. BALEARES,50017895,5SA28/004,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"257,83","196,656,960",GM17
364,3405,CUARTEL GENERAL DE LA COMGE. BALEARES,50017895,5SA28/005,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"257,83","196,511,656,960",GM17
365,3406,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY»1 CGE (POZUELO),58000003,5SA17/002,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79",959,GM17
366,3407,ASESORIA JURIDICA DEL EJÉRCITO DE TIERRA,50393979,5SA28/006,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,960",GM21
367,3408,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/022,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,511,656,959",GM21
368,3409,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/015,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,269,656,960",GM21
369,3410,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/021,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,511,656,959",GM21
370,3411,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/010,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,959",GM21
371,3412,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/014,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,269,656,960",GM21
372,3413,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA28/008,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,959",GM21
373,3414,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5SA28/011,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,960",GM21
374,3415,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5SA28/023,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,511,960",GM21
375,3416,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5SA28/014,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,960",GM21
376,3417,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5SA28/022,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,960",GM21
377,3418,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,5SA28/011,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,960",GM21
378,3419,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,5SA28/008,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,960",GM21
379,3420,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,5SA28/009,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,960",GM21
380,3421,"JEFATURA DE LOS SISTEMAS DE INFORMACION, TEL, AS.TEC. (MADRID)",53000011,5SA28/010,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,960",GM21
381,3422,DIRECCION DE ASUNTOS ECONOMICOS,59020600,5SA28/008,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","196,656,960",GM21
382,3423,DIRECCION DE ASUNTOS ECONOMICOS (SEVILLA),59030002,5SA28/002,CM,C,STTE,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"231,83","196,960",GM21
383,3424,ESTADO MAYOR DEL EJÉRCITO,51000001,5WG13/002,CM,C,STTE a BG,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","656,960",GM21
384,3425,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5WG13/001,CM,C,STTE a BG,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79",960,GM21
385,3426,DIRECCION DE ASUNTOS ECONOMICOS,59020600,5WG13/007,CM,C,STTE a BG,"['ADMON', 'I.LIG/IACMZ', nan]",,,,,"284,79","656,960",GM21
386,3427,DIRECCION DE ASUNTOS ECONOMICOS,59020600,5WG13/010,CM,C,STTE a BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","656,960",GM21
387,3428,DIRECCION DE ASUNTOS ECONOMICOS (SEVILLA),59030002,5WG13/001,CM,C,STTE a BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"231,83",960,GM21
388,3429,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY» 1 CGE,58000001,5WG16/001,CM,C,STTE a BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79",959,GM17
389,3430,CENTRO GEOGRAFICO DEL EJÉRCITO DE TIERRA,53000008,5WG09/021,CM,C,STTE a BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79",960,GM21
390,3431,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY»1 CGE (POZUELO),58000003,5SA47/005,CM,C,BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"257,83","511,959",GM25
391,3432,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA50/001,CM,C,BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM29
392,3433,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA50/008,CM,C,BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM29
393,3434,ESTADO MAYOR DEL EJÉRCITO,51000001,5SA50/018,CM,C,BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"257,83","196,511,656,960",GM29
394,3435,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY» 1 CGE,58000001,5SA50/008,CM,C,BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"257,83","196,511,959",GM25
395,3436,REGIMIENTO DE INFANTERIA «INMEMORIAL DEL REY» 1 CGE,58000001,5SA50/012,CM,C,BG,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"257,83","196,511,959",GM25
396,3437,ACADEMIA DE INFANTERIA,55101713,5SA17/005,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79",960,GM21
397,3438,ACADEMIA DE INFANTERIA,55101713,5SA17/007,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","511,959",GM21
398,3439,ACADEMIA DE INFANTERIA,55101713,5SA17/011,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","511,960",GM21
399,3440,ACADEMIA DE CABALLERIA,55107701,5SA18/001,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","511,960",GM21
400,3441,ACADEMIA DE CABALLERIA,55107701,5SA18/005,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","511,960",GM21
401,3442,ACADEMIA DE CABALLERIA,55107701,5SA18/002,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","511,960",GM21
402,3443,ACADEMIA DE INGENIEROS,55101706,5SA21/004,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","511,960",GM21
403,3444,ACADEMIA DE INGENIEROS,55101706,5SA21/011,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","511,959",GM21
404,3445,"DIR.DE INVESTIGACIÓN, DOCTRINA, ORG Y MAT (HOYO DE MANZANARES)",55219380,5SA24/002,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","511,656,959",GM21
405,3446,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,5WF67/001,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"257,83",959,GM21
406,3447,JEFATURA DE LA INSPECCION GENERAL DEL EJÉRCITO,54000003,5SA28/001,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","196,656,960",GM21
407,3448,JEFATURA DE DIRECCION DE ACUARTELAMIENTO,54130000,5SA28/007,CM,D,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"184,24","196,779,960",GM21
408,3449,JEFATURA DE DIRECCION DE ACUARTELAMIENTO,54130000,5SA28/009,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","196,656,960",GM21
409,3450,JEFATURA DE DIRECCION DE ACUARTELAMIENTO,54130000,5SA28/003,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","196,656,959",GM21
410,3451,JEFATURA DE DIRECCION DE ACUARTELAMIENTO,54130000,5SA28/013,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"284,79","196,511,656,960",GM21
411,3452,USBA «CORONEL MATE»,54130012,5SA28/002,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"231,83","196,960",GM21
412,3453,USBA «EL GOLOSO»,54130013,5SA28/003,CM,C,STTE,"['CAB.', 'ELCTN', 'ADMON', 'AUTOM/MARMT/TLECO', 'I.LIG/IACMZ', 'INFOT', 'TRA.', 'ING./TRA.', 'MANME/INSTL', nan]",,"['10', nan]",,,"184,24","196,235,960",GM21
413,3508,USAC «PUERTO DEL ROSARIO»,54530013,5SA28/001,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","231,83","196,960",GM21
414,3509,USBA «GENERAL ALEMAN RAMIREZ»,54542203,5SA28/003,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","231,83","196,960",GM21
415,3510,USBA «GENERAL ALEMAN RAMIREZ»,54542203,5SA28/006,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","231,83","196,511,960",GM21
416,3511,JEFATURA DEL MANDO DE ADIESTRAMIENTO Y DOCTRINA,55000002,5SA28/002,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","196,656,960",GM21
417,3512,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (GRANADA)",55100004,5SA28/004,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","196,656,960",GM21
418,3513,CENTRO DE ADIESTRAMIENTO «CHINCHILLA»,55100020,5SA28/002,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","257,83","196,960",GM21
419,3514,CENTRO DE ADIESTRAMIENTO «CHINCHILLA»,55100020,5SA28/003,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","257,83","196,511,960",GM21
420,3515,ACADEMIA DE LOGISTICA,55100035,5SA28/008,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","196,511,960",GM21
421,3516,ACADEMIA DE INGENIEROS,55101706,5SA28/002,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","159,196,511,959",GM21
422,3517,ESCUELA POLITECNICA SUPERIOR DEL EJÉRCITO,55101709,5SA28/004,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","196,960",GM21
423,3518,ACADEMIA GENERAL BASICA DE SUBOFICIALES,55104707,5SA28/004,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","291,07","196,511,960",GM21
424,3519,ACADEMIA GENERAL MILITAR,55105700,5SA28/010,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","196,960",GM21
425,3520,ACADEMIA GENERAL MILITAR,55105700,5SA28/011,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","196,960",GM21
426,3521,ACADEMIA GENERAL MILITAR,55105700,5SA28/008,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","196,960",GM21
427,3522,ACADEMIA GENERAL MILITAR,55105700,5SA28/009,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","284,79","196,960",GM21
428,3523,CENTRO DE FORMACION DE TROPA NUM.1,55130004,5SA28/001,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","184,24","196,235,960",GM21
429,3524,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (VALLADOLID)",55135747,5SA28/002,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","231,83","196,960",GM21
430,3525,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (CORDOBA)",55137509,5SA28/001,CM,C,STTE,,,,,"['25-05-2021', '16-06-2021', nan]","231,83","137,196,960",GM21
