,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cod_cm,ejercito,cuerpo_esc,nivel
2176,00160,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,C,CGA,CBO/MRO,EPM/MQM,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",6,2,01-05-2022,"262,99","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2177,00161,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,D,CGA,CBO/MRO,EPM/MQM,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",4,2,01-05-2022,"150,83","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2178,00162,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,C,CGA,CBO/MRO,CESP,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",6,2,01-05-2022,"211,36","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2179,00163,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,D,CGA,CBO/MRO,CESP,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",6,2,01-05-2022,"107,06","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2180,00164,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,C,CGA/CIM,CBO/SDO/MRO,IMT/CESP,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",4,2,01-05-2022,"187,92","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2181,00165,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,D,CGA/CIM,CBO/SDO/MRO,IMT/CESP,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",4,2,01-05-2022,"120,50","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2182,00166,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,C,CGA/CIM,CBO/SDO/MRO,IMT/CESP,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",4,2,01-05-2022,"150,83","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2183,00167,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,D,CGA/CIM,CBO/SDO/MRO,IMT/CESP,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",4,2,01-05-2022,"107,06","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2184,00168,"['JEFATURA DE ORDENES', 'REMOLCADOR DE ALTURA «MAHON» (A-51)', 'AYUDANTIA MAYOR DEL CUARTEL GENERAL DE LA ARMADA', 'CENTRO DE EVALUACION Y CERTIFICACION EN EL COMBATE', 'AYU.MAY. TREN NAVAL', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'UNIDAD DE BUCEADORES DE MEDIDAS CONTRA MINAS', 'ESCUELA DE BUCEO', 'SERVICIO VUELO', 'ESTAFETA', 'ROTA (CADIZ)', 'SERVICIO MAQUINAS', 'BUQUE ANFIBIO MULTIPROPOSITO JUAN CARLOS I (L-61)', 'CARTAGENA (MURCIA)', 'SERV CONTROL BUQUE', 'FERROL (A CORUÑA)', 'AYUDANTE INSTRUCTOR', 'SAN FERNANDO (CADIZ)', 'UNIDAD OPERATIVA', 'FRAGATA «CANARIAS» (F-86)', 'MADRID', 'SECRETARIA', 'CUARTEL GENERAL DE LA FUERZA DE INFANTERIA DE MARINA', 'SUBMARINO «GALERNA» (S-71)', nan]","['001', '62418148', '017', '62901563', '62322109', '62202182', '007', '62602295', '6W050', '63208415', '67208416', '002', '6W055', '6W080', '67202418', '6Y075', '012', '60221700', '60610450', nan]",LD,D,CGA/CIM,CBO/SDO/MRO,IMT/CESP,"['AMS2:E', 'SAN:E, BEN:E', 'CVCP:E', 'EOR:F, BCM:F, BEN:E', 'BZ:E, BEN:E', 'BEN:E', nan]",4,2,01-05-2022,"107,06","['V65,595', 'V41,V82,197', 'V38,V41,580', 'V41', 'V41,V49', 'V49,549,550', 'V49,549', '61', 'V49', 'V41,V49,549', 'V41,V82', nan]",,,,
2185,00209,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"134,17","['V82,61', '452', '452,528', '61', nan]",,,,
2186,00210,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"150,83","['V82,61', '452', '452,528', '61', nan]",,,,
2187,00211,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"150,83","['V82,61', '452', '452,528', '61', nan]",,,,
2188,00212,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"150,83","['V82,61', '452', '452,528', '61', nan]",,,,
2189,00213,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"107,06","['V82,61', '452', '452,528', '61', nan]",,,,
2190,00214,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"107,06","['V82,61', '452', '452,528', '61', nan]",,,,
2191,00215,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"107,06","['V82,61', '452', '452,528', '61', nan]",,,,
2192,00216,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"107,06","['V82,61', '452', '452,528', '61', nan]",,,,
2193,00217,"['SERVICIOS', 'AERODROMO DE LA BASE NAVAL DE ROTA', 'TARRAGONA', 'BARCELONA', 'COMANDANCIA NAVAL DE BARCELONA', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'COMANDANCIA NAVAL DE TARRAGONA', 'COMBUSTIBLES', 'RESIDENCIAS Y ALOJAMIENTOS DE LA ARMADA EN ROTA', 'CONTRAINCENDIOS', nan]","['64907891', '025', '6W080', '028', '67219350', '003', '001', '004', '016', '002', '67209360', '64917841', nan]",PA,D,CGA,CBO/MRO,CESP,"['SAV:E', nan]",4,2,01-05-2022,"107,06","['V82,61', '452', '452,528', '61', nan]",,,,
2194,00209,"['AYUDANTIA NAVAL DE SANTA CRUZ DE LA PALMA', 'AM. SERVICIO MANTN', 'PALMA (ILLES BALEARS)', 'MUSEO NAVAL DE CARTAGENA', 'AYU. MAY. SER. GENR.', 'ESCUELA DE ESPECIALIDADES DE LA ARMADA ANTONIO DE ESCAÑO', 'MUSEO NAVAL. ARCHIVO', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'SERVICIOS', 'ORGANO DE HISTORIA Y CULTURA NAVAL', 'ARCHIVO CENTRAL CGA', 'SECCION OPERACIONES', 'COMANDANCIA NAVAL DE PALMA', 'S/C DE LA PALMA (STA CRUZ TENERIFE)', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'RESIDENCIAS DE LA ARMADA EN MADRID', 'MANTENIMIENTO', 'CADIZ', 'CARTAGENA (MURCIA)', 'INSTITUTO HIDROGRAFICO DE LA MARINA', 'GRUPO DE ACCION NAVAL 2', 'FERROL (A CORUÑA)', 'COMANDANCIA NAVAL DE VALENCIA', 'AYUDANTIA MAYOR', 'MADRID', 'VALENCIA', nan]","['60308152', '001', '67219410', '008', '67229512', '63216402', '6T080', '003', '67219330', '6T088', '63400407', '6Y080', '007', '60300136', '6T087', '67208416', '62311593', '6T089', '006', '6Y125', '67201930', nan]",PA,D,CGA,MRO,CESP,"['BZ:E', 'BEN:E', nan]",4,2,01-05-2022,"94,45","['V82,61', '825', 'V49,V82', 'V49', nan]",,,,
2195,00210,"['AYUDANTIA NAVAL DE SANTA CRUZ DE LA PALMA', 'AM. SERVICIO MANTN', 'PALMA (ILLES BALEARS)', 'MUSEO NAVAL DE CARTAGENA', 'AYU. MAY. SER. GENR.', 'ESCUELA DE ESPECIALIDADES DE LA ARMADA ANTONIO DE ESCAÑO', 'MUSEO NAVAL. ARCHIVO', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'SERVICIOS', 'ORGANO DE HISTORIA Y CULTURA NAVAL', 'ARCHIVO CENTRAL CGA', 'SECCION OPERACIONES', 'COMANDANCIA NAVAL DE PALMA', 'S/C DE LA PALMA (STA CRUZ TENERIFE)', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'RESIDENCIAS DE LA ARMADA EN MADRID', 'MANTENIMIENTO', 'CADIZ', 'CARTAGENA (MURCIA)', 'INSTITUTO HIDROGRAFICO DE LA MARINA', 'GRUPO DE ACCION NAVAL 2', 'FERROL (A CORUÑA)', 'COMANDANCIA NAVAL DE VALENCIA', 'AYUDANTIA MAYOR', 'MADRID', 'VALENCIA', nan]","['60308152', '001', '67219410', '008', '67229512', '63216402', '6T080', '003', '67219330', '6T088', '63400407', '6Y080', '007', '60300136', '6T087', '67208416', '62311593', '6T089', '006', '6Y125', '67201930', nan]",PA,D,CGA,MRO,CESP,"['BZ:E', 'BEN:E', nan]",4,2,01-05-2022,"120,50","['V82,61', '825', 'V49,V82', 'V49', nan]",,,,
2196,00211,"['AYUDANTIA NAVAL DE SANTA CRUZ DE LA PALMA', 'AM. SERVICIO MANTN', 'PALMA (ILLES BALEARS)', 'MUSEO NAVAL DE CARTAGENA', 'AYU. MAY. SER. GENR.', 'ESCUELA DE ESPECIALIDADES DE LA ARMADA ANTONIO DE ESCAÑO', 'MUSEO NAVAL. ARCHIVO', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'SERVICIOS', 'ORGANO DE HISTORIA Y CULTURA NAVAL', 'ARCHIVO CENTRAL CGA', 'SECCION OPERACIONES', 'COMANDANCIA NAVAL DE PALMA', 'S/C DE LA PALMA (STA CRUZ TENERIFE)', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'RESIDENCIAS DE LA ARMADA EN MADRID', 'MANTENIMIENTO', 'CADIZ', 'CARTAGENA (MURCIA)', 'INSTITUTO HIDROGRAFICO DE LA MARINA', 'GRUPO DE ACCION NAVAL 2', 'FERROL (A CORUÑA)', 'COMANDANCIA NAVAL DE VALENCIA', 'AYUDANTIA MAYOR', 'MADRID', 'VALENCIA', nan]","['60308152', '001', '67219410', '008', '67229512', '63216402', '6T080', '003', '67219330', '6T088', '63400407', '6Y080', '007', '60300136', '6T087', '67208416', '62311593', '6T089', '006', '6Y125', '67201930', nan]",PA,D,CGA,MRO,CESP,"['BZ:E', 'BEN:E', nan]",4,2,01-05-2022,"107,06","['V82,61', '825', 'V49,V82', 'V49', nan]",,,,
2197,00212,"['AYUDANTIA NAVAL DE SANTA CRUZ DE LA PALMA', 'AM. SERVICIO MANTN', 'PALMA (ILLES BALEARS)', 'MUSEO NAVAL DE CARTAGENA', 'AYU. MAY. SER. GENR.', 'ESCUELA DE ESPECIALIDADES DE LA ARMADA ANTONIO DE ESCAÑO', 'MUSEO NAVAL. ARCHIVO', 'CENTRO DE BUCEO DE LA ARMADA (CBA)', 'SERVICIOS', 'ORGANO DE HISTORIA Y CULTURA NAVAL', 'ARCHIVO CENTRAL CGA', 'SECCION OPERACIONES', 'COMANDANCIA NAVAL DE PALMA', 'S/C DE LA PALMA (STA CRUZ TENERIFE)', 'SERVICIOS GRALES', 'ROTA (CADIZ)', 'RESIDENCIAS DE LA ARMADA EN MADRID', 'MANTENIMIENTO', 'CADIZ', 'CARTAGENA (MURCIA)', 'INSTITUTO HIDROGRAFICO DE LA MARINA', 'GRUPO DE ACCION NAVAL 2', 'FERROL (A CORUÑA)', 'COMANDANCIA NAVAL DE VALENCIA', 'AYUDANTIA MAYOR', 'MADRID', 'VALENCIA', nan]","['60308152', '001', '67219410', '008', '67229512', '63216402', '6T080', '003', '67219330', '6T088', '63400407', '6Y080', '007', '60300136', '6T087', '67208416', '62311593', '6T089', '006', '6Y125', '67201930', nan]",PA,D,CGA,MRO,CESP,"['BZ:E', 'BEN:E', nan]",4,2,01-05-2022,"107,06","['V82,61', '825', 'V49,V82', 'V49', nan]",,,,
